DEPTH_MD,CALI,RSHA,RMED,RDEP,RHOB,GR,NPHI,PEF,DTC,SP,BS,ROP,DRHO,FACIES
687.9183961,14.2665863,,1.208227873,1.231637001,,103.7692566,0.481825829,,159.2797241,,9.875,36.97229385,-0.059468959,1
688.0703961,14.75456715,,1.226533413,1.2506845,,106.3711319,0.48178786,,162.0485535,,9.875,42.76512528,-0.053783219,1
688.2223961,14.86407471,,1.235200048,1.257400036,,107.9176941,0.484203875,,162.9740753,,9.875,46.06539536,-0.051389981,1
688.3743961,14.69816971,,1.237830877,1.261806965,,109.1990128,0.476680368,,161.9577942,,9.875,46.20243073,-0.050240245,1
688.5263961,14.54689884,,1.241336942,1.26025784,,111.184166,0.468684375,,159.6781769,,9.875,45.28450775,-0.049113933,1
688.6783961,14.3611393,,1.272700667,1.286368489,,111.289238,0.464853436,,156.9989471,,9.875,46.86585236,-0.049596909,1
688.8303961,14.13400078,,1.295799971,1.309100032,,110.5801849,0.464238375,,154.4846649,,9.875,42.65615082,-0.052157443,1
688.9823961,14.0983038,,1.287212014,1.297922015,,111.9168243,0.461412817,,152.88974,,9.875,36.64364243,-0.055697456,1
689.1343961,14.11628914,,1.30530405,1.312120915,,112.8394699,0.458888263,,152.6194916,,9.875,31.10531044,-0.056373235,1
689.2863961,14.15399933,,1.327791214,1.331924796,,111.0262985,0.453796059,,152.9764557,,9.875,27.51515389,-0.057524819,1
689.4383961,14.14325714,,1.328329325,1.335016608,,108.7035675,0.450962007,,153.3334351,,9.875,27.49424362,-0.056131314,1
689.5903961,14.12756157,,1.331690908,1.340314269,,107.761673,0.453386843,,153.6903992,,9.875,27.5886116,-0.055939816,1
689.7423961,14.18782425,,1.335600019,1.343500018,,106.9377289,0.469835103,,154.0473633,,9.875,24.07164764,-0.056447465,1
689.8943961,14.15312862,,1.328073859,1.326732636,,105.6476669,0.475310206,,154.4043274,,9.875,19.50684547,-0.052550681,1
690.0463961,14.10738945,,1.293133259,1.282471895,,101.7081451,0.466088116,,154.7612915,,9.875,18.44989586,-0.052817568,1
690.1983961,14.19991684,,1.318776131,1.310707212,,96.77789307,0.458652049,,155.1182556,,9.875,18.23670578,-0.052936569,1
690.3503961,14.45893383,,1.41541791,1.409851074,,95.18222809,0.459163755,,155.4752197,,9.875,19.00149918,-0.053145166,1
690.5023961,14.49244499,,1.434486508,1.43127203,,95.16914368,0.47054556,,155.8321838,,9.875,20.65061188,-0.052275825,1
690.6543961,14.28153324,,1.41050005,1.409999967,,93.91928101,0.477472752,,156.189148,,9.875,22.9173584,-0.05474272,1
690.8063961,14.17351341,,1.391267061,1.389851093,,92.00230408,0.481720775,,156.5461121,,9.875,25.14276505,-0.057203252,1
690.9583961,14.30711937,,1.365290761,1.360815406,,90.19705963,0.471756965,,156.9030914,,9.875,26.65292931,-0.050160434,1
691.1103961,14.60794354,,1.338522077,1.336627126,,90.20104981,0.458073974,,157.2600555,,9.875,26.25972939,-0.041840505,1
691.2623961,14.9733696,,1.300781965,1.305207372,,94.2776947,0.453521013,,157.6170197,,9.875,30.436306,-0.035614178,1
691.4143961,15.22511673,,1.257968307,1.2676754,,99.58602905,0.453296065,,157.9739838,,9.875,39.98057175,-0.031089209,1
691.5663961,15.37978935,,1.226808667,1.240480423,,102.0922852,0.458954305,,158.3309479,,9.875,46.32566452,-0.027325403,1
691.7183961,15.39173603,,1.211105466,1.224310637,,100.5395889,0.467293143,,158.687912,,9.875,43.95052338,-0.024582595,1
691.8703961,15.57429314,,1.188911676,1.199607372,,94.54273987,0.473578095,,159.0448761,,9.875,40.02002335,-0.025126494,1
692.0223961,15.68745804,,1.175065279,1.185941219,,88.2263031,0.464780867,,159.4018402,,9.875,41.00199127,-0.028033791,1
692.1743961,15.45070553,,1.175899983,1.18809998,,86.69156647,0.452366889,,159.7588043,,9.875,39.29059601,-0.031624228,1
692.3263961,15.18343163,,1.189862847,1.199794531,,88.55580139,0.448843747,,160.1157837,,9.875,35.44588471,-0.035365891,1
692.4783961,14.88061905,,1.203600049,1.211300015,,90.14466858,0.458320975,,160.4727478,,9.875,34.03285217,-0.039305676,1
692.6303961,14.59812546,,1.225196481,1.23878181,,91.10684204,0.472038686,,160.8297119,,9.875,34.62100601,-0.041299999,1
692.7823961,14.419384,,1.274880409,1.291254878,,92.7130127,0.466031998,,161.186676,,9.875,36.56558228,-0.039563626,1
692.9343961,14.2181139,,1.306063294,1.31798029,,94.55576325,0.452061176,,161.5436401,,9.875,37.84457398,-0.036368992,1
693.0863961,13.86182499,,1.307378531,1.31532824,,95.53586578,0.451917201,,161.9006043,,9.875,39.40201187,-0.032593265,1
693.2383961,13.31744099,,1.305799961,1.31099999,,94.4704361,0.467773646,,162.2575684,,9.875,41.47579956,-0.027417609,1
693.3903961,12.92359161,,1.304829001,1.311388373,,91.08612061,0.478971779,,162.6145325,,9.875,40.23870468,-0.02391742,1
693.5423961,12.93183613,,1.296316147,1.306054354,,88.70010376,0.471536994,,162.9714966,,9.875,38.48048782,-0.024893327,1
693.6943961,13.00403214,,1.30126977,1.313013911,,89.5763092,0.464207858,,163.328476,,9.875,39.38773346,-0.027368581,1
693.8463961,13.04802322,,1.312910438,1.323997974,,91.42733765,0.465624899,,163.6854401,,9.875,39.34209824,-0.027817668,1
693.9983961,12.98110199,,1.305927634,1.314084053,,92.24289703,0.458845347,,164.0424042,,9.875,40.14366531,-0.030156503,1
694.1503961,12.94981289,,1.294152737,1.305818558,,93.02405548,0.450770557,,164.3993683,,9.875,42.11552429,-0.032349315,1
694.3023961,12.97768688,,1.274275303,1.28650105,,95.31988525,0.449010372,,164.7563324,,9.875,40.7673645,-0.029990159,1
694.4543961,13.06241036,,1.257188678,1.261386871,,98.04871368,0.446141124,,165.1132965,,9.875,38.70414734,-0.024988774,1
694.6063961,13.34204578,,1.268261194,1.274810672,,98.93447113,0.445009142,,165.4702606,,9.875,35.45623016,-0.019984875,1
694.7583961,13.70690537,,1.295663595,1.310782671,,97.725914,0.443985939,,165.8272247,,9.875,36.03839874,-0.018469011,1
694.9103961,14.11392307,,1.307500005,1.327299953,,95.84825897,0.455796987,,166.1841888,,9.875,38.50182343,-0.016270842,1
695.0623961,14.30726051,,1.305582047,1.322367907,,94.49614716,0.463918328,,166.541153,,9.875,37.64126587,-0.012812666,1
695.2143961,14.23789311,,1.305343032,1.31999588,,92.99352264,0.462387294,,166.8981323,,9.875,42.92605591,-0.007404701,1
695.3663961,14.3260603,,1.314209342,1.326366544,,89.73713684,0.466009736,,167.2550964,,9.875,48.88626862,-0.000298088,1
695.5183961,15.21968651,,1.323256373,1.331108809,,85.43147278,0.467784524,,167.6120606,,9.875,48.66570664,0.005237065,1
695.6703961,16.56140518,,1.324309349,1.333075523,,83.76816559,0.466665447,,167.9690247,,9.875,40.51962662,0.017743887,1
695.8223961,17.1716938,,1.323212028,1.330614448,,86.32956696,0.457387716,,168.3259888,,9.875,32.77783585,0.039301992,1
695.9743961,17.06037712,,1.337510228,1.347424626,,89.22901917,0.450658858,,168.6829529,,9.875,33.29533386,0.040057104,1
696.1263961,16.56618691,,1.355917692,1.371663094,,88.90756226,0.449223042,,169.039917,,9.875,34.85020447,0.021072956,1
696.2783961,15.97221947,,1.353469491,1.367380261,,86.4622879,0.454768032,,169.3968811,,9.875,33.75640869,0.022270732,1
696.4303961,15.49579907,,1.350926757,1.359624028,,84.46696472,0.46184063,,169.7538452,,9.875,35.12327576,0.041262258,1
696.5823961,15.20744896,,1.350700021,1.357300043,,84.74461365,0.463545412,,170.1108246,,9.875,35.8355751,0.072100997,1
696.7343961,14.9972086,,1.350956678,1.360808373,,87.85973358,0.467088074,,170.4677887,,9.875,31.2484932,0.106748976,1
696.8863961,14.77251244,,1.351300001,1.365499973,,92.15336609,0.466475576,,170.8247528,,9.875,30.78456879,0.127363771,1
697.0383961,14.58713722,,1.337187171,1.35037303,,96.43943024,0.464650661,,171.1817169,,9.875,31.70119858,0.138198674,1
697.1903961,14.47323608,,1.316388369,1.333478928,,100.7244263,0.455685139,,171.5103302,,9.875,35.21706009,0.145044789,1
697.3423961,14.36711311,,1.314299941,1.338700056,,103.8433228,0.4509179,,172.3778229,,9.875,40.87747192,0.142894089,1
697.4943961,14.42553711,,1.304806233,1.330076933,,105.2375794,0.456760287,,173.6354828,,9.875,41.85802841,0.140590966,1
697.6463961,14.40091324,,1.291399956,1.317899942,,104.9750137,0.474198163,,174.2407227,,9.875,42.2271843,0.088571638,1
697.7983961,14.18639565,,1.257349491,1.2728405,,102.6291733,0.492969453,,174.4274902,,9.875,42.7826767,0.022854073,1
697.9503961,14.49591065,,1.154872894,1.156872869,,99.47359467,0.488532484,,174.7809753,,9.875,42.74690247,0.04068413,1
698.1023961,15.12167072,,1.142644882,1.157000065,,97.72140503,0.479036957,,175.1873932,,9.875,41.40776825,0.066633478,1
698.2543961,15.71578789,,1.249081612,1.278008103,,98.34072113,0.479119033,,175.2565155,,9.875,38.26002502,0.067137428,1
698.4063961,16.27167893,,1.246282339,1.274768829,,101.6074143,0.46830821,,176.3679504,,9.875,35.14098358,0.073858649,1
698.5583961,16.59401894,,1.17142272,1.191938162,,105.346489,0.457769573,,176.6313324,,9.875,34.00475311,0.071568593,1
698.7103961,16.54814339,,1.115041971,1.128067136,,106.8275223,0.453082889,,176.1411743,,9.875,36.0965271,0.072233394,1
698.8623961,16.35926628,,1.141899943,1.152500033,,107.0021133,0.464505136,,174.8142548,,9.875,34.26173782,0.08357212,1
699.0143961,16.20225906,,1.146949291,1.157627106,,107.5298615,0.477079183,,173.9111176,,9.875,28.97271538,0.092511378,1
699.1663961,16.03877831,,1.116015673,1.132756352,,108.8549957,0.480856985,,173.9792633,,9.875,28.44134331,0.099261425,1
699.3183961,15.83358383,,1.144856572,1.163624287,,110.6123581,0.477940261,,172.5838623,,9.875,29.91609192,0.099659726,1
699.4703961,15.63871288,,1.291000009,1.297799945,,112.1670532,0.483439297,,173.0049286,,9.875,30.62463951,0.103063114,1
699.6223961,15.4555006,,1.283330917,1.287939668,,112.3149872,0.467268139,,175.8670502,,9.875,31.23143387,0.111517891,1
699.7743961,15.27225018,,1.273926139,1.279165149,,110.3456421,0.427876413,,177.8436585,,9.875,34.69460297,0.110084593,1
699.9263961,15.08894825,,1.290627837,1.309523344,,107.9456711,0.453913808,,176.432251,,9.875,37.14086151,0.091667652,1
700.0783961,14.90569019,,1.312994957,1.348992586,,106.4462204,0.487192363,,172.6589661,,9.875,35.17113495,0.074814692,1
700.2303961,14.72247887,,1.315585971,1.344694138,,105.0308685,0.483678967,,167.5815277,,9.875,30.4811821,0.047717378,1
700.3823961,14.53926563,,1.292191029,1.288424373,,104.2321243,0.475060701,,160.1933289,,9.875,34.8574791,0.033485908,1
700.5343961,14.35605335,,1.260101438,1.255988956,,106.40242,0.470557064,,153.7911682,,9.875,40.69223023,0.043694366,1
700.6863961,14.17284107,,1.25940001,1.265300036,,111.6011581,0.465883225,,152.4645844,,9.875,40.15787888,0.033217952,1
700.8383961,13.98959351,,1.27128613,1.275722742,,115.3980484,0.467349857,,153.6481628,,9.875,37.24649429,0.017257225,1
700.9903961,13.80631828,,1.31994462,1.324791431,,115.4285584,0.45617944,,154.6623077,,9.875,34.19236374,0.019763425,1
701.1423961,13.623106,,1.368791342,1.376167178,,113.9826508,0.441962272,,154.3827972,,9.875,35.47629929,0.031234814,1
701.2943961,13.44348812,,1.36360085,1.364388824,,110.4526215,0.456056327,,155.2303009,,9.875,37.00123596,0.045124043,1
701.4463961,13.33347416,,1.357080936,1.353972316,,106.6194687,0.472183436,,155.7309113,,9.875,35.50293732,0.047445469,1
701.5983961,13.32608128,,1.361580253,1.356604815,,110.6898956,0.499368459,,155.8646851,,9.875,41.67512894,0.040644798,1
701.7503961,13.29031277,,1.368731856,1.366920233,,118.03125,0.497542054,,156.5405426,,9.875,46.24795151,0.031126775,1
701.9023961,13.27902317,,1.374994874,1.386405468,,118.4463348,0.469365209,,157.193512,,9.875,37.60378647,0.031015823,1
702.0543961,13.31941319,,1.379943967,1.424550653,,120.6236115,0.4233872,,158.3729553,,9.875,38.88327026,0.040757529,1
702.2063961,13.38830853,,1.355763793,1.396159172,,121.5043793,0.403631002,,159.7764893,,9.875,41.90014267,0.063205011,1
702.3583961,13.49235535,,1.329791188,1.347106099,,117.9360886,0.399615794,,161.0001679,,9.875,45.47062302,0.091263697,1
702.5103961,13.62210751,,1.318242192,1.340643764,,113.3029175,0.4297719,,162.650177,,9.875,45.004776,0.088812515,1
702.6623961,13.74803925,,1.311900139,1.327705741,,111.9750824,0.455803722,,163.34552,,9.875,39.20760727,0.088610917,1
702.8143961,13.8513546,,1.274325848,1.316528678,,111.7520065,0.479276896,,162.5796814,,9.875,39.55560684,0.057924066,1
702.9663961,13.88766384,,1.298080921,1.338980198,,110.298317,0.480796844,,161.6080627,,9.875,38.74538422,0.044076283,1
703.1183961,13.81393147,,1.38824594,1.393115401,,109.7708817,0.457928956,,163.6621552,,9.875,34.7449913,0.044442743,1
703.2703961,13.49971771,,1.364527345,1.354488373,,109.2477951,0.443006039,,166.9803925,,9.875,35.82005692,0.039986778,1
703.4223961,13.43116665,,1.2615273,1.297408581,,106.0744934,0.457084358,,167.4126434,,9.875,42.09323502,0.036610205,1
703.5743961,13.71778774,,1.172815085,1.21959126,,104.0547028,0.478369534,,166.8326569,,9.875,42.93087387,0.049438346,1
703.7263961,14.00384235,,1.251620531,1.292320609,,105.0466156,0.515232801,,166.5504608,,9.875,38.19989777,0.078085169,1
703.8783961,14.33522892,,1.274990082,1.312039375,,107.7360306,0.532076001,,164.418869,,9.875,32.48614502,0.097989366,1
704.0303961,14.08995724,,1.24888432,1.271279097,,111.6025085,0.541402102,,163.5162048,,9.875,33.10151291,0.077218175,1
704.1823961,13.84825993,,1.288678765,1.301118016,,112.7148209,0.525739014,,164.2451325,,9.875,38.25966644,0.055769518,1
704.3343961,13.6158905,,1.263789535,1.293556571,,111.5582047,0.510197163,,164.4358368,,9.875,37.7274704,0.054673314,1
704.4863961,13.57612324,,1.195751548,1.235824108,,114.4463806,0.529783964,,165.5202332,,9.875,37.22675324,0.085142948,1
704.6383961,13.69050217,,1.258008122,1.282512069,,118.5639343,0.561085105,,166.0920715,,9.875,39.75919724,0.101895966,1
704.7903961,13.74576473,,1.277238846,1.298897028,,116.3950806,0.569510818,,165.5222626,,9.875,41.44671631,0.075432256,1
704.9423961,13.6301775,,1.235698462,1.27347219,,112.5416336,0.544273853,,162.8550263,,9.875,38.76923752,0.055542573,1
705.0943961,13.65289307,,1.318589807,1.341840267,,113.2742844,0.505343199,,160.804596,,9.875,33.5471077,0.055976823,1
705.2463961,13.52847958,,1.366648674,1.358705998,,116.8504257,0.473673612,,159.1289825,,9.875,37.00798416,0.047330901,1
705.3983961,13.138484,,1.345298052,1.382499218,,120.4644699,0.470827282,,158.1835175,,9.875,46.67229843,0.014334932,1
705.5503961,13.00017643,,1.340540648,1.364967823,2.125565291,122.600769,0.472987503,4.017347336,157.8439941,,9.875,45.00597,0.003088212,1
705.7023961,12.75881672,,1.344672918,1.366518617,2.126763582,126.172905,0.476745009,3.816922665,157.0644989,,9.875,30.52393723,-0.000345475,1
705.8543961,12.69593811,,1.3551929,1.377350807,2.131068707,131.1252441,0.459272683,3.770154238,156.2375641,,9.875,28.38371277,-5.47E-05,1
706.0063961,12.64632607,,1.366960406,1.377473116,2.140569925,129.7715454,0.444680303,3.732528687,155.3741913,,10.51016712,25.39748192,0.002339537,1
706.1583961,12.58077717,,1.385933518,1.404745579,2.151071549,123.8662415,0.428803474,3.577061415,154.7111206,,12.25000095,23.77494812,0.001873511,1
706.3103961,12.528615,,1.433903217,1.443962097,2.152499676,121.7177353,0.415739656,3.386493921,153.3351288,,12.25000095,18.01826286,-1.14E-05,1
706.4623961,12.54969406,,1.543215632,1.559826851,2.148575068,121.2467041,0.398711771,3.229009867,150.3626556,,12.25000095,19.13594246,-0.00528191,1
706.6143961,12.58190823,,1.603220105,1.622645497,2.156695128,119.6455078,0.371569872,3.15518117,148.3921051,,12.25000095,19.89759255,-0.005517063,1
706.7663961,12.61412144,,1.589899182,1.60661757,2.165859938,119.5961685,0.35605821,3.214427233,146.8217926,,12.25000095,19.86353874,-0.004114514,1
706.9183961,12.6463356,,1.540693998,1.561798692,2.171121359,120.2875519,0.360448033,3.376560211,145.721283,,12.25000095,19.34876251,-0.002324429,1
707.0703961,12.67775345,,1.529123068,1.541450501,2.166634083,117.8368759,0.368752271,3.548806906,145.5266876,,12.25000095,18.83491135,-0.001451958,1
707.2223961,12.67605114,,1.512998819,1.525711298,2.156339645,112.9614105,0.36477384,3.712228298,146.7302856,,12.25000095,18.57993507,0.001042501,1
707.3743961,12.59895325,,1.448364496,1.469486475,2.154344082,109.3638229,0.362695545,3.843629837,147.8150787,,12.25000095,18.75693703,0.003895282,1
707.5263961,12.57467556,,1.414036274,1.434957266,2.15528059,107.5265884,0.377739251,3.905364275,149.9617157,,12.25000095,19.03759193,0.005549127,1
707.6783961,12.54115009,,1.393843532,1.40724051,2.147460222,107.965416,0.397049815,3.769564867,150.9402008,,12.25000095,22.92025375,-0.000995449,1
707.8303961,12.50908756,,1.364407301,1.361235499,2.151257277,109.2080536,0.412338466,3.641775131,152.0149841,,12.25000095,32.41500473,-0.001512541,1
707.9823961,12.47956562,,1.31613493,1.329480529,2.149359942,107.3598938,0.428296775,3.649550676,152.6871185,,12.25000095,32.71759415,-0.002363879,1
708.1343961,12.47318459,,1.245000601,1.291218042,2.146247387,103.7936554,0.431896597,3.691362381,152.2827606,,12.25000095,31.85912323,-0.002390797,1
708.2863961,12.48809242,,1.159534097,1.181436777,2.135620832,103.4441757,0.453280568,3.906243801,152.8616486,,12.25000095,32.71311569,-0.00017376,1
708.4383961,12.54065323,,0.949404597,0.931650698,2.127207041,107.833107,0.460464239,3.915975571,152.914444,,12.25000095,32.48538971,0.001758301,1
708.5903961,12.50146103,,0.574846923,0.554259718,2.118710041,112.0383835,0.506376267,3.775593042,153.8260651,,12.25000095,33.08029556,0.002612884,1
708.7423961,12.47208023,,0.633949339,0.651318193,2.113688231,111.8087006,0.518041968,3.548459053,154.437851,,12.25000095,33.33087921,0.003457085,1
708.8943961,12.44146538,,0.833715081,0.863469899,2.093598366,109.7911606,0.526448011,3.521824837,155.2980652,,12.25000095,33.15290451,0.001640025,1
709.0463961,12.38681316,,0.834133804,0.826977432,2.070033789,110.210968,0.517526746,3.496201515,155.8181915,,12.25000095,32.85163117,-0.002618977,1
709.1983961,12.37713814,,0.857492924,0.859790087,2.059062958,111.7616119,0.515353799,3.38866353,155.6972351,,12.25000095,32.76834869,-0.006387597,1
709.3503961,12.36297417,,0.932039678,0.948243678,2.049896479,112.9745407,0.517644405,3.41003871,155.3162231,,12.25000095,32.71063995,-0.008669375,1
709.5023961,12.32934761,,1.179496527,1.204867363,2.056016922,112.4454804,0.52964133,3.635426283,153.960144,,12.25000095,32.76250458,-0.007192475,1
709.6543961,12.31036377,,1.32366693,1.292452931,2.090605736,110.2331696,0.510867834,3.032621861,152.5383759,,12.25000095,32.95854569,-0.009370622,1
709.8063961,12.40068722,,1.343710065,1.321760535,2.107354164,108.377327,0.475273281,3.289932013,150.9007721,,12.25000095,33.1867981,-0.004761857,1
709.9583961,12.52968788,,1.350151539,1.339504004,2.109735489,106.0819168,0.453107774,3.305132151,149.6613617,,12.25000095,32.44459152,-0.006019953,1
710.1103961,12.59112358,,1.360306263,1.371952057,2.093676329,104.1812744,0.446305752,3.3936553,149.3748322,,12.25000095,32.72026825,-0.007177897,1
710.2623961,12.60248375,,1.367537618,1.36379838,2.090811491,101.8753281,0.450530976,3.625770569,149.7269135,,12.25000095,32.26264954,-0.002539757,1
710.4143961,12.4828682,,1.363207221,1.378926992,2.096516132,98.1450119,0.451046705,3.25293994,149.6900177,,12.25000095,32.26079178,-0.005331176,1
710.5663961,12.50003243,,1.353590608,1.373663068,2.103466272,96.25046539,0.43771252,3.129409313,149.4910889,,12.25000095,31.86701393,-0.004597658,1
710.7183961,12.53526783,,1.342848182,1.362824202,2.0958426,97.76615906,0.44051066,3.147680044,149.6871338,,12.25000095,30.6167469,-0.006524046,1
710.8703961,12.6207819,,1.317351222,1.327096224,2.082000256,99.22309113,0.437995851,3.232281685,150.0601959,,12.25000095,30.86517143,-0.007739264,1
711.0223961,12.50930214,,1.313483238,1.317788601,2.073999882,98.07453156,0.439114034,3.355993509,150.2093811,,12.25000095,30.37465859,-0.008908835,1
711.1743961,12.42460156,,1.318995595,1.320231915,2.075711966,100.4594727,0.435858518,3.394536257,150.3616943,,12.25000095,29.54935265,-0.0090604,1
711.3263961,12.42094898,,1.307964802,1.320263505,2.08439064,105.7814179,0.439828277,3.521445751,150.3862,,12.25000095,29.89562416,-0.007271095,1
711.4783961,12.42377377,,1.304745197,1.319414139,2.089761019,102.1228561,0.421492636,3.432790756,150.1397247,,12.25000095,30.10706139,-0.0062,1
711.6303961,12.42134953,,1.32074821,1.339860797,2.098739386,96.18061829,0.412043005,3.389371157,149.5533447,,12.25000095,28.9000473,-0.006609845,1
711.7823961,12.44667912,,1.326558948,1.345077515,2.105913162,95.39640808,0.392168969,3.344859839,148.8853455,,12.25000095,28.59921646,-0.009037094,1
711.9343961,12.44673157,,1.318468809,1.3383708,2.117439747,94.52476502,0.393257231,3.340909958,148.2556458,,12.25000095,28.07557869,-0.010819296,1
712.0863961,12.46823406,,1.300271392,1.316475511,2.121985436,96.11984253,0.390474409,3.392769814,147.4570007,,12.25000095,28.93020439,-0.009193762,1
712.2383961,12.486269,,1.256177068,1.258652687,2.120775938,101.9438629,0.397321075,3.368422747,147.2245026,,12.25000095,30.83729363,-0.010443128,1
712.3903961,12.50224495,,1.258746028,1.267222047,2.135120153,107.7428513,0.404794157,3.336272955,147.7220917,,12.25000095,30.60296059,-0.009699981,1
712.5423961,12.53561783,,1.290440559,1.327054143,2.142757416,110.6927414,0.396132171,3.237327576,148.5552826,,12.25000095,33.01423645,-0.012962094,1
712.6943961,12.53435421,,1.272562623,1.307177663,2.146804571,110.4706116,0.412006557,3.233567953,150.3151245,,12.25000095,34.07528305,-0.013132164,1
712.8463961,12.51917553,,1.129496098,1.123342037,2.153028011,111.6415634,0.427248061,3.200776339,150.7286072,,12.25000095,33.98811722,-0.011765228,1
712.9983961,12.55332184,,0.940509737,0.926159561,2.159081936,114.8033371,0.458254606,3.266782999,149.9797516,,12.25000095,28.83823586,-0.00849004,1
713.1503961,12.60223103,,0.968932629,0.970453441,2.172663689,113.6972275,0.409100443,3.325348616,148.9382782,,12.25000095,29.18544006,-0.003843383,1
713.3023961,12.60828209,,1.189271808,1.204792857,2.168379545,110.7891617,0.387350678,3.411019087,148.6855927,,12.25000095,26.90846825,-0.004114195,1
713.4543961,12.56803227,,1.364397526,1.38391149,2.171083212,109.0099793,0.363386124,3.383953333,148.0886993,,12.25000095,26.21625137,-0.005105434,1
713.6063961,12.49609184,,1.39605546,1.410954118,2.161169291,108.4962921,0.3649894,3.218577385,148.186615,,12.25000095,24.80093002,-0.010659008,1
713.7583961,12.61589909,,1.361735463,1.38422513,2.153786421,112.3555832,0.378745735,3.100890875,147.7866669,,12.25000095,24.66196632,-0.010185624,1
713.9103961,12.61203957,,1.386746168,1.397841215,2.151797772,115.0891876,0.403187245,3.144815683,148.3146057,,12.25000095,24.54458046,-0.008996994,1
714.0623961,12.62016201,,1.338487029,1.352569819,2.148402929,111.2552795,0.436698705,3.156252861,148.8382111,,12.25000095,23.69260597,-0.01024851,1
714.2143961,12.66618919,,1.228551149,1.220456958,2.151771307,109.9375763,0.448452681,3.139852047,149.8626251,,12.25000095,23.75927544,-0.009786224,1
714.3663961,12.60916519,,1.137019396,1.145462871,2.147068739,113.2877502,0.416431099,3.076942444,150.8600769,,12.25000095,24.28024864,-0.008962872,1
714.5183961,12.56917286,,1.004228711,1.014759541,2.150409937,111.450119,0.410935581,3.01452136,151.13974,,12.25000095,27.89608955,-0.009220757,1
714.6703961,12.56429577,,1.221135497,1.255541921,2.155753613,107.9447174,0.391310334,2.961015701,150.7579956,,12.25000095,28.16233444,-0.01349749,1
714.8223961,12.60175419,,1.413042069,1.485789418,2.156461477,108.859993,0.400038391,2.965424538,150.2988586,,12.25000095,30.48840714,-0.017269477,1
714.9743961,12.65914726,,1.39473021,1.458444238,2.152344704,112.5535126,0.393354327,3.049805641,148.9808197,,12.25000095,29.05171585,-0.017347448,1
715.1263961,12.69705677,,1.363877893,1.425758362,2.146444082,115.4152298,0.405328393,3.236479521,148.5486755,,12.25000095,28.82872009,-0.013645325,1
